word,gold_segmentation,gold_root_heuristic,stemmer_output,exact_match
আগ্রাসন,আ+গ্রাস+ন,আ,আগ্রাসন,False
আগ্রহ,আগ্রহ,আগ্রহ,আগ্রহ,True
আগ্রহও,আগ্রহ+ও,আগ্রহ,আগ্রহ,True
আহতদেরও,"আ+হত+দের+ও, আহত+দের+ও",আ,আহত,False
আইডিয়া,আইডিয়া,আইডিয়া,আইডিয়া,True
আইনবিরোধী,আইন+বি+রোধ+ী,আইন,আইনবিরোধী,False
আইনই,আইন+ই,আইন,আইনই,False
আকাল,আ+কাল,আ,আকাল,False
আকারভেদে,আকার+ভেদ+ে,আকার,আকারভেদ,False
আকারে,আকার+ে,আকার,আকা,False
আকাশ,আকাশ,আকাশ,আকাশ,True
আকাশচুম্বী,আকাশ+চুম্ব+ী,আকাশ,আকাশচুম্বী,False
আকাশরেল,আকাশ+রেল,আকাশ,আকাশরেল,False
আক্রমণে,আক্রমণ+ে,আক্রমণ,আক্রমণ,True
আলীম,আলীম,আলীম,আলীম,True
আলোচনাক্রমে,আলোচনা+ক্রম+ে,আলোচনা,আলোচনাক্রম,False
আলোকসজ্জার,আলোক+সজ্জা+র,আলোক,আলোকসজ্জা,False
আলোড়িত,আলোড়িত,আলোড়িত,আলোড়িত,True
আলুপট্টিসহ,আলু+পট্টি+সহ,আলু,আলুপট্টিসহ,False
আমাশয়,"আম+াশয়, আমাশয়",আম,আমাশয়,False
আমেরিকা,আমেরিকা,আমেরিকা,আমেরিকা,True
আমদানি,আমদানি,আমদানি,আমদানি,True
আমলায়,আমলা+য়,আমলা,আমলায়,False
আম্বরখানায়,আম্বর+খানা+য়,আম্বর,আম্বরখানায়,False
আনেনি,আন+ে+নি,আন,আনেনি,False
আনিতে,আন+িত+ে,আন,আনি,False
আনলেন,"আন+ল+েন, আন+ল+ে+ন",আন,আন,True
আনন্দ,আনন্দ,আনন্দ,আনন্দ,True
আনন্দোল্লাসে,"1 আনন্দ+োল্লাস+ে, আনন্দ+উল্লাস+ে",1 আনন্দ,আনন্দোল্লাস,False
আন্দোলিত,"1 আন্দোলিত, আন্দোলন+িত",1 আন্দোলিত,আন্দোলিত,False
আন্দোলন,আন্দোলন,আন্দোলন,আন্দোলন,True
আওয়ামীবিরোধী,আওয়ামী+বি+রোধ+ী,আওয়ামী,আওয়ামীবিরোধী,False
আপনাদের,আপন+া+দের,আপন,আপনাদের,False
আপনজন,আপন+জন,আপন,আপনজন,False
আপনমনে,আপন+মন+ে,আপন,আপনমন,False
আরাধনায়,আরাধনা+য়,আরাধনা,আরাধনায়,False
আরেকজনকে,আর+েক+জন+কে,আর,আরেকজন,False
আরেকটি,আর+েক+টি,আর,আরেক,False
আর্সেনিকে,আর্সেনিক+ে,আর্সেনিক,আর্সেনি,False
আর্থিকভাবেই,"1 আর্থ+িক+ভাব+ে+ই, অর্থ+িক+ভাব+ে+ই",1 আর্থ,আর্থিকভাব,False
আর্কাইভের,আর্কাইভ+ের,আর্কাইভ,আর্কাইভ,True
আশাহীন,আশা+হীন,আশা,আশাহীন,False
আশির,আশি+র,আশি,আশি,True
আশঙ্কাজনক,আ+শঙ্কা+জনক,আ,আশঙ্কা,False
আশঙ্কাও,আ+শঙ্কা+ও,আ,আশঙ্কা,False
আটকাতে,আটক+া+তে,আটক,আটকা,False
আটটি,আট+টি,আট,আট,True
আয়তাকার,"1 আয়ত+াকার, আয়ত+আকার",1 আয়ত,আয়তাকা,False
আড়াইহাজারের,আড়াই+হাজার+ের,আড়াই,আড়াইহাজার,False
আংশিক,"1 আংশ+িক, অংশ+িক",1 আংশ,আংশিক,False
ভীষণভাবেই,ভীষণ+ভাব+ে+ই,ভীষণ,ভীষণভাব,False
ভীতি,ভীত+ি,ভীত,ভীতি,False
ভাষণে,ভাষণ+ে,ভাষণ,ভাষণ,True
ভাত,ভাত,ভাত,ভাত,True
ভাবধারার,ভাব+ধারা+র,ভাব,ভাবধারা,False
ভাবমূূর্তি,ভাব+মূূর্তি,ভাব,ভাবমূূর্তি,False
ভাবনাটা,"ভাবনা+টা, ভাবন+া+টা",ভাবনা,ভাবনা,True
ভাবনায়,"ভাবনা+য়, ভাব+না+য়",ভাবনা,ভাবনায়,False
ভাগ,ভাগ,ভাগ,ভাগ,True
ভাই,ভাই,ভাই,ভাই,True
ভাইবোনেরা,ভাই+বোন+েরা,ভাই,ভাইবোন,False
ভাইরাসে,ভাইরাস+ে,ভাইরাস,ভাইরাস,True
ভাইটির,ভাই+টি+র,ভাই,ভাই,True
ভালবাসাগুলো,ভাল+বাসা+গুলো,ভাল,ভালবাসা,False
ভারত,ভারত,ভারত,ভারত,True
ভারটাও,ভার+টা+ও,ভার,ভার,True
ভেদে,ভেদ+ে,ভেদ,ভেদে,False
ভেন,ভেন,ভেন,ভেন,True
ভেন্যু,ভেন্যু,ভেন্যু,ভেন্যু,True
ভেড়া,ভেড়া,ভেড়া,ভেড়া,True
ভেড়ামারা,ভেড়া+মার+া,ভেড়া,ভেড়ামা,False
ভিসা,ভিসা,ভিসা,ভিসা,True
ভিত্তিতে,ভিত্তি+তে,ভিত্তি,ভিত্তি,True
ভিকটিম,ভিকটিম,ভিকটিম,ভিকটিম,True
ভিক্ষোভের,ভি+ক্ষোভ+ের,ভি,ভিক্ষোভ,False
ভিক্ষুকদের,ভিক্ষুক+দের,ভিক্ষুক,ভিক্ষুক,True
ভিন,ভিন,ভিন,ভিন,True
ভিড়ের,ভিড়+ের,ভিড়,ভিড়,True
ভোগ,ভোগ,ভোগ,ভোগ,True
ভোগান্তিই,ভোগান্তি+ই,ভোগান্তি,ভোগান্তি,True
ভোগে,ভোগ+ে,ভোগ,ভোগ,True
ভোলারও,ভোল+া+র+ও,ভোল,ভোলা,False
ভোলেনি,ভোল+ে+নি,ভোল,ভোলেনি,False
ভোলেননি,"ভোল+েন+নি, ভোল+ে+ন+নি",ভোল,ভোলেননি,False
ভোটব্যাংকের,ভোট+ব্যাংক+ের,ভোট,ভোটব্যাংক,False
ভুগেছে,"ভুগ+ে+ছ+ে, ভুগ+েছে, ভুগ+ে+ছে",ভুগ,ভুগ,True
ভুগবে,ভুগ+ব+ে,ভুগ,ভুগব,False
ভুক্তভোগী,ভুক্ত+ভোগ+ী,ভুক্ত,ভুক্তভোগী,False
ভূঁইফোড়,ভূঁই+ফোড়,ভূঁই,ভূঁইফোড়,False
ভূকম্পন,ভূ+কম্প+ন,ভূ,ভূকম্পন,False
ভূলুণ্ঠিত,ভূ+লুণ্ঠিত,ভূ,ভূলুণ্ঠিত,False
ভূমি,ভূমি,ভূমি,ভূমি,True
ভূমিদস্যু,ভূমি+দস্যু,ভূমি,ভূমিদস্যু,False
ভূমিহীনপল্লীতে,ভূমি+হীন+পল্লী+তে,ভূমি,ভূমিহীনপল্লী,False
ভূমিকাতেই,ভূমিকা+তে+ই,ভূমিকা,ভূমিকা,True
ভূমিও,ভূমি+ও,ভূমি,ভূমি,True
ভবিষ্যদ্বাণীর,"1 ভবিষ্যদ+বাণী+র, ভবিষ্যদ্+বাণী+র",1 ভবিষ্যদ,ভবিষ্যদ্বাণীর,False
ভরিয়ে,"ভর+ি+য়ে, ভর+িয়ে",ভর,ভরা,False
ভরণপোষণ,ভরণ+পোষণ,ভরণ,ভরণপোষণ,False
ভরসা,ভরসা,ভরসা,ভরসা,True
ভ্রাতৃত্বসুলভ,ভ্রাতৃ+ত্ব+সুলভ,ভ্রাতৃ,ভ্রাতৃত্বসুলভ,False
ভ্রান্তি,ভ্রান্ত+ি,ভ্রান্ত,ভ্রান্তি,False
ছাত্রীও,ছাত্র+ী+ও,ছাত্র,ছাত্রী,False
ছাত্রকে,ছাত্র+কে,ছাত্র,ছাত্র,True
ছাদে,ছাদ+ে,ছাদ,ছাদ,True
ছেদক,ছেদ+ক,ছেদ,ছেদক,False
ছেলেসহ,ছেলে+সহ,ছেলে,ছেলেসহ,False
ছেলেটার,ছেলে+টা+র,ছেলে,ছেলে,True
ছেপে,"1 ছেপ+ে, ছাপ+ে",1 ছেপ,ছাপ,False
ছিল,ছিল,ছিল,ছিল,True
ছিলো,ছিল+ো,ছিল,ছিলো,False
ছিপিটাই,ছিপি+টা+ই,ছিপি,ছিপি,True
ছুঁয়েছেন,"ছুঁ+য়েছ+েন, ছুঁ+য়ে+ছ+েন, ছুঁ+য়েছ+েন, ছুঁ+য়ে+ছ+ে+ন",ছুঁ,ছুঁ,True
ছুরিকাঘাতে,ছুরি+কা+ঘাত+ে,ছুরি,ছুরিকাঘা,False
ছুড়ে,ছুড়+ে,ছুড়,ছুড়,True
ছয়জন,ছয়+জন,ছয়,ছয়জন,False
ছয়টি,ছয়+টি,ছয়,ছয়,True
ছড়াবে,"ছড়+া+ব+ে, ছড়+া+বে",ছড়,ছড়াব,False
ছড়িয়েছে,"ছড়+িয়ে+ছ+ে, ছড়+িয়ে+ছে",ছড়,ছড়,True
